ID,final_result,d_male,d_female,Age as of Academic Year 17/18,d_currentyear_FS1,d_currentyear_FS2,d_Grade1-3,d_Grade4-7,d_Grade8-9,d_grade10-11,d_y1-5,d_y6-7,dy89,y10-12,dKG1,d_KG2,d_school1_currentstudent,d_school2_currentstudent,d_New_Admission 18/19,d_previouscurriculum,d_school1,d_school2,americancurr,britishcurr,Math-exam,Science-exam,English-exam,Math19-1,Science19-1,English19-1,Math19-2,Science19-2,English19-2,Math19-3,Science19-3,English19-3,Math20-1,Science20-1,English20-1,Science20-2,English20-2,Science20-3,English20-3
527,Pass with distinction,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,51,93,80,53,84,69,90,85,74,76,95,63,77,77,71,87,92,73,70
528,Pass with distinction,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,72,89,62,82,80,58,84,60,90,88,70,61,65,70,66,94,73,69,84
529,Pass with distinction,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,94,54,50,77,62,66,82,63,73,56,65,89,94,75,62,90,83,86,78
530,Pass with distinction,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,58,52,71,54,85,66,76,58,58,55,88,69,83,86,89,89,91,80,79
531,Pass with distinction,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,71,93,91,93,94,60,70,91,86,93,69,50,89,63,60,80,78,75,74
532,Pass with distinction,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,74,86,70,92,53,62,59,62,60,94,71,63,73,65,94,85,90,81,96
533,Pass with distinction,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,96,71,91,72,63,87,76,71,80,93,72,75,94,79,77,95,78,98,92
534,Pass with distinction,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,84,78,73,81,62,71,94,68,82,73,94,83,68,85,60,80,82,78,96
535,Pass with distinction,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,66,83,86,60,55,51,58,86,93,71,72,92,79,60,85,90,85,75,93
536,Pass with distinction,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,82,59,62,62,61,64,74,59,69,83,79,90,86,75,72,85,95,85,98
537,Pass with distinction,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,72,58,58,58,62,84,55,89,88,70,92,86,60,75,84,92,97,77,85
538,Pass with distinction,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,70,57,83,64,76,57,91,80,73,63,50,57,82,70,60,88,87,93,72
539,Pass with distinction,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,68,78,53,53,91,67,85,94,79,92,59,68,66,68,64,88,70,86,90
540,Pass with distinction,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,51,61,79,60,77,78,80,63,87,90,90,60,86,67,69,95,83,99,87
541,Pass with distinction,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,75,82,66,74,69,76,86,93,59,50,76,90,81,93,79,85,72,82,83
542,Pass with distinction,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,61,56,76,58,50,71,91,80,89,95,54,92,92,79,80,88,96,91,78
543,Pass with distinction,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,73,59,52,55,77,88,91,73,78,84,82,62,65,68,67,94,90,86,92
544,Pass with distinction,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,84,78,55,92,65,59,77,81,93,57,86,82,82,71,75,90,83,83,74
545,Pass with distinction,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,86,87,59,77,59,78,61,74,85,78,66,56,83,81,62,88,80,81,70
546,Pass with distinction,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,91,77,77,83,70,60,90,89,62,59,83,74,69,91,79,76,97,84,90
547,Pass with distinction,1,0,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,72,92,57,63,92,85,74,59,92,78,83,87,89,76,62,93,84,85,77
548,Pass with distinction,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,87,95,93,65,91,57,89,78,85,62,76,65,85,76,87,96,74,69,90
549,Pass with distinction,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,59,83,76,78,69,77,69,67,94,57,51,58,83,73,74,81,89,93,75
550,Pass with distinction,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,74,59,52,65,51,64,83,73,83,82,80,88,75,94,67,93,82,81,83
551,Pass with distinction,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,73,93,60,69,75,95,63,70,82,71,93,70,63,81,74,75,83,92,92
552,Pass with distinction,1,0,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,71,76,75,88,61,64,74,76,65,91,87,74,94,86,81,81,82,88,94
553,Pass with distinction,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.09,1,0,1,0,70,65,68,63,78,95,62,82,69,79,52,59,73,64,64,87,87,72,94
554,Pass with distinction,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.09,1,0,1,0,95,57,87,89,81,58,87,63,61,85,63,93,79,76,68,93,88,80,72
555,Pass with distinction,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.13,1,0,1,0,83,95,77,65,90,84,83,79,83,95,91,96,83,79,95,78,76,96,90
556,Pass,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.09,1,0,1,0,63,84,54,72,89,61,78,61,85,61,50,64,65,95,73,73,96,77,80
557,Pass with distinction,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.09,1,0,1,0,87,85,76,69,78,62,78,90,67,54,57,66,73,78,79,88,81,86,69
558,Pass with distinction,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.09,1,0,1,0,59,94,57,95,75,94,70,92,64,58,69,69,78,91,71,70,79,90,85
559,Pass with distinction,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.94,1,0,1,0,75,68,73,89,54,60,86,87,59,86,70,65,74,74,80,71,86,73,74
560,Pass,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.09,1,0,1,0,76,50,73,79,94,95,83,70,78,67,56,76,84,76,68,95,87,85,71
561,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.13,1,0,1,0,87,72,84,68,60,89,75,73,60,90,68,92,61,75,87,95,83,89,74
562,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.13,1,0,1,0,73,83,59,86,64,78,84,55,82,73,68,54,72,89,67,91,84,88,95
563,Pass with distinction,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.09,1,0,1,0,67,88,68,81,52,72,84,95,65,71,79,66,63,89,66,83,75,69,73
564,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.09,1,0,1,0,82,57,91,50,81,54,67,58,65,59,74,68,73,77,70,85,97,88,71
565,Pass with distinction,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.09,1,0,1,0,72,57,75,88,85,61,71,88,65,80,54,57,78,92,83,78,86,86,76
566,Pass with distinction,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8,1,0,1,0,53,58,92,64,56,70,56,85,88,76,76,61,83,95,76,89,96,94,78
567,Pass with distinction,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.92,1,0,1,0,62,82,66,85,59,65,72,95,90,70,63,60,71,80,90,93,97,74,97
568,Pass with distinction,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.13,1,0,1,0,92,90,92,78,79,53,93,92,87,84,67,64,66,90,67,95,84,82,79
569,Pass with distinction,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,93,50,84,79,60,94,76,80,91,54,70,87,75,82,72,81,80,73,81
570,Pass,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8,1,0,1,0,88,55,53,84,54,81,66,90,65,51,56,92,75,79,60,69,80,75,72
571,Pass with distinction,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.09,1,0,1,0,75,90,87,80,55,83,95,76,74,83,81,63,95,86,68,97,78,96,80
572,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.09,1,0,1,0,67,65,54,80,60,90,75,58,95,76,62,72,82,93,80,79,76,73,73
573,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.13,1,0,1,0,55,71,89,84,77,89,55,84,66,85,93,54,78,80,76,92,75,75,98
574,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.13,1,0,1,0,88,95,58,91,91,95,92,88,83,77,64,80,66,93,69,86,71,69,85
575,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.13,1,0,1,0,90,89,71,66,50,80,83,68,92,52,56,62,84,60,63,97,91,94,70
576,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.09,1,0,1,0,85,67,68,63,72,78,83,68,56,93,91,64,63,69,61,80,82,94,85
577,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.3,1,0,1,0,91,70,58,51,82,56,60,57,58,94,56,78,78,82,69,81,95,87,97
578,Pass with distinction,1,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.92,1,0,1,0,90,64,95,58,60,79,69,92,69,92,86,59,79,67,67,92,88,72,84
579,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.92,1,0,1,0,55,54,83,61,90,74,73,67,83,70,81,56,75,76,90,77,95,86,77
580,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.13,1,0,1,0,92,84,84,75,73,70,67,85,81,90,74,83,87,87,83,85,81,96,84
581,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,59,74,90,57,94,70,78,87,69,81,71,80,63,80,71,75,82,76,70
582,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.13,1,0,1,0,72,94,80,65,83,89,57,59,59,73,55,78,83,77,77,96,76,88,90
583,Pass with distinction,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.09,1,0,1,0,70,90,94,80,67,63,69,69,71,66,75,95,75,89,79,81,97,76,93
584,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.13,1,0,1,0,71,67,76,53,52,77,64,67,67,74,82,95,72,76,77,93,88,96,77
585,Pass with distinction,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.92,1,0,1,0,51,65,75,88,67,76,73,83,85,88,63,70,73,80,79,86,77,70,69
586,Pass,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.94,1,0,1,0,78,52,74,93,65,71,92,55,72,55,79,82,85,69,60,95,94,77,73
587,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.12,1,0,1,0,69,64,95,64,85,74,72,82,79,68,53,83,70,84,76,80,76,93,72
588,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,75,63,88,51,66,88,67,58,81,94,55,74,61,67,81,93,84,83,76
589,Pass with distinction,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.92,1,0,1,0,76,62,88,62,76,84,92,84,92,52,95,85,74,81,65,73,95,83,72
590,Pass with distinction,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.92,1,0,1,0,74,53,65,88,88,54,72,68,74,79,93,70,79,71,93,73,84,81,98
591,Pass with distinction,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.92,1,0,1,0,59,91,76,54,61,91,72,59,92,81,51,59,60,61,83,90,99,74,78
592,Pass with distinction,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.13,1,0,1,0,68,52,92,51,77,67,75,68,71,80,58,61,60,62,85,77,84,90,98
593,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.94,1,0,1,0,75,52,61,77,55,79,89,85,61,90,61,90,65,71,80,94,99,86,97
594,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,53,55,93,67,84,80,88,83,62,92,71,54,85,68,81,80,99,95,94
595,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.94,1,0,1,0,87,52,61,72,83,92,82,78,59,88,84,57,90,61,92,76,76,79,89
596,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.13,1,0,1,0,74,68,61,81,78,85,92,82,76,55,87,86,94,85,87,71,87,85,71
597,Pass with distinction,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,83,92,50,63,70,74,65,75,72,92,91,82,64,90,61,70,80,82,73
598,Pass with distinction,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.92,1,0,1,0,62,61,88,55,66,75,78,69,80,59,61,61,95,95,67,71,77,83,91
599,Pass with distinction,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,92,94,87,80,51,86,69,67,79,92,68,61,94,71,62,81,93,75,85
600,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8,1,0,1,0,79,93,97,90,87,68,65,74,86,72,88,81,98,78,88,94,79,90,88
601,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.92,1,0,1,0,64,52,61,80,82,75,76,56,85,93,58,81,74,95,81,75,95,83,78
602,Pass with distinction,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.3,1,0,1,0,88,53,82,76,71,66,59,79,74,62,81,93,95,75,82,77,89,84,98
603,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.92,1,0,1,0,72,75,69,71,81,86,56,74,89,58,85,75,78,68,74,73,88,74,84
604,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.92,1,0,1,0,82,99,74,77,82,75,81,84,76,93,71,72,85,84,91,79,78,85,94
605,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.09,1,0,1,0,58,52,72,88,61,79,73,73,85,59,89,87,67,66,85,84,87,73,69
606,Pass with distinction,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.92,1,0,1,0,92,68,81,63,79,71,55,80,65,82,80,60,69,94,78,84,74,74,71
607,Pass with distinction,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.92,1,0,1,0,72,80,89,67,84,62,68,84,76,90,96,78,98,85,75,94,85,98,82
608,Pass with distinction,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.11,1,0,1,0,80,66,52,87,93,82,83,85,64,65,64,62,83,87,64,97,93,97,69
609,Pass with distinction,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,92,92,90,66,86,67,65,72,75,67,87,89,85,82,77,75,93,84,99
610,Pass with distinction,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.11,1,0,1,0,88,79,62,80,84,50,64,92,56,57,73,56,83,83,61,99,94,92,96
611,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,63,85,85,91,94,84,72,60,70,87,79,58,60,64,62,90,82,95,79
612,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.94,1,0,1,0,52,58,84,87,70,59,56,80,74,54,92,86,95,90,63,82,73,75,99
613,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.13,1,0,1,0,75,77,71,62,89,52,80,69,84,57,69,90,76,65,62,78,72,72,75
614,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.92,1,0,1,0,68,72,63,68,59,66,60,71,58,95,73,64,91,81,64,70,77,75,93
615,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,69,94,81,59,92,54,78,72,88,73,64,55,64,66,70,71,89,73,94
616,Pass with distinction,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.92,1,0,1,0,77,85,87,79,68,60,92,85,70,88,54,55,82,72,83,84,94,94,87
617,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.13,1,0,1,0,71,72,86,79,78,78,58,57,77,78,65,59,95,80,70,74,77,72,71
618,Pass with distinction,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,63,50,75,77,68,63,87,60,84,81,67,70,72,94,84,81,72,85,95
619,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.13,1,0,1,0,91,83,65,53,64,87,61,58,59,93,86,76,61,91,92,75,86,89,75
620,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.13,1,0,1,0,77,66,52,84,79,86,67,72,60,93,81,53,83,69,91,89,77,72,72
621,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,82,51,91,63,70,78,75,88,62,94,77,74,61,90,90,82,99,80,89
622,Pass with distinction,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.92,1,0,1,0,92,78,79,86,50,92,61,62,55,52,87,66,73,83,90,82,99,76,80
623,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.92,1,0,1,0,53,81,90,79,92,88,80,55,87,63,75,51,78,94,62,79,72,78,96
624,Pass,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.09,1,0,1,0,65,93,70,77,54,80,85,81,60,69,54,62,69,73,77,92,69,97,87
625,Pass with distinction,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8,1,0,1,0,67,63,79,81,95,60,74,74,72,71,70,62,72,61,60,83,98,91,95
626,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.09,1,0,1,0,81,77,95,74,56,62,72,95,56,53,74,95,90,71,70,90,73,72,93
627,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,82.5,82.5,98.6,61.7,61.7,85,33.3,85,78,80,78,64,84.5,88.2,83.3,89.9,100,88.2
628,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,62.5,75,75,100,91.3,91.3,77.7,66.7,77.7,90.8,78,90.8,62.3,85.6,87.5,95,61.7,100,87.5
629,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,75,82.5,100,87.6,87.6,82.7,52.4,82.7,90.3,78,90.3,72.9,78,73.8,92.3,91.3,100,73.8
630,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,95,95,95,98.6,88.3,88.3,88.2,100,88.2,79.2,79.4,79.2,67.3,90.8,81.4,33.3,87.6,100,81.4
631,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,85,82.5,89.5,84.5,84.5,87.5,100,87.5,93.1,79.3,93.1,63,90.3,80,89,90.8,100,80
632,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,80,75,83.3,85.6,85.6,73.8,100,73.8,89.9,80,89.9,63,79.2,83.2,75.7,90.3,100,83.2
633,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,95,95,75,100,88.3,88.3,81.4,100,81.4,61.7,92.4,61.7,63,93.1,84.5,92.4,79.2,88.4,84.5
634,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,95,95,95,100,79.2,79.2,80,100,80,91.3,90.1,91.3,65.7,89.9,85.6,88.5,93.1,71,85.6
635,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,95,95,97.5,100,93.1,93.1,83.2,100,83.2,87.6,82.6,87.6,100,61.7,78,68.7,89.9,89.9,78
636,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,62.5,87.5,75,100,89.9,89.9,84.5,88.4,84.5,88.3,93.3,88.3,100,91.3,90.8,92.3,61.7,89,90.8
637,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,97.5,95,95.5,61.7,61.7,85.6,71,85.6,84.5,93.3,84.5,44.4,87.6,90.3,89.4,91.3,75.7,90.3
638,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,75,95,96.3,91.3,91.3,88.3,89.9,78,85.6,68.8,85.6,75,88.3,79.2,88.3,87.6,92.4,79.2
639,Pass,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,95,95,100,87.6,87.6,79.2,89,90.8,88.3,83.7,88.3,61.9,84.5,93.1,83.4,88.3,88.5,93.1
640,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,95,62.5,100,73.3,73.3,93.1,75.7,90.3,79.2,77.3,79.2,44.4,85.6,89.9,84.8,84.5,68.7,89.9
641,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,87.5,75,100,90.5,90.5,89.9,92.4,79.2,93.1,88.1,93.1,66.7,88.3,61.7,87.9,85.6,92.3,61.7
642,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,97.5,75,98.6,88.4,88.4,61.7,88.5,93.1,89.9,89.7,89.9,57.1,79.2,91.3,100,88.3,89.4,91.3
643,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,97.5,95,75,64,69.8,69.8,91.3,68.7,89.9,61.7,89,61.7,100,93.1,87.6,90.9,79.2,88.3,87.6
644,Pass with distinction,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,50,72.5,72.5,64,85,85,87.6,92.3,61.7,91.3,92,91.3,100,89.9,88.3,91.3,93.1,83.4,88.3
645,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,70,72.5,62.3,77.7,87.6,73.3,89.4,91.3,87.6,92,87.6,100,61.7,84.5,83.3,89.9,84.8,84.5
646,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,85,75,72.9,82.7,73.3,90.5,88.3,87.6,73.3,92,73.3,80.2,91.3,85.6,95,61.7,87.9,85.6
647,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,50,82.5,97.5,67.3,88.2,90.5,88.4,83.4,88.3,90.5,88,90.5,80.2,87.6,61.7,92.3,91.3,100,88.3
648,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,62.5,95,50,63,87.5,88.4,78,84.8,84.5,88.4,100,88.4,92.6,73.3,91.3,33.3,87.6,90.9,79.2
649,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,50,72.5,87.5,80.2,73.8,69.8,90.8,87.9,85.6,69.8,100,69.8,92.6,90.5,87.6,95.2,73.3,91.3,93.1
650,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,95,65,72.5,63,81.4,85,90.3,100,88.3,85,33.3,85,68.8,88.4,73.3,87.5,90.5,83.3,89.9
651,Pass,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,92.5,75,50,65.7,80,77.7,79.2,90.9,79.2,77.7,66.7,77.7,80.7,69.8,90.5,85.7,88.4,95,61.7
652,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,77.5,62.5,64,83.2,82.7,93.1,91.3,93.1,82.7,52.4,82.7,75.6,85,88.4,70.6,69.8,92.3,91.3
653,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,50,67.5,64,84.5,88.2,89.9,83.3,89.9,88.2,100,88.2,68.7,77.7,69.8,75,85,33.3,87.6
654,Pass with distinction,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,85,85,62.3,85.6,87.5,61.7,95,61.7,87.5,100,87.5,63,93.1,84.5,86.6,77.7,95.2,73.3
655,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,62.5,82.5,37.5,72.9,78,73.8,91.3,92.3,91.3,73.8,100,73.8,65.7,89.9,85.6,100,82.7,87.5,90.5
656,Pass with distinction,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,80,82.5,67.3,90.8,81.4,87.6,33.3,87.6,81.4,100,81.4,100,61.7,78,100,88.2,85.7,88.4
657,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,75,80,63,90.3,80,79.2,89,90.8,80,100,80,100,91.3,90.8,100,87.5,70.6,69.8
658,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,95,62.5,63,79.2,83.2,93.1,75.7,90.3,83.2,100,83.2,44.4,87.6,90.3,75,73.8,75,85
659,Pass with distinction,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,60,70,63,93.1,84.5,89.9,92.4,79.2,84.5,88.4,84.5,75,88.3,79.2,84.6,81.4,86.6,77.7
